ObservationDate,Country/Region,Confirmed,Deaths,Recovered,Tests,Population,Latitude,Longitude
2021-12-05,Italy,522,15,231,3043,60000000,24.82642659304912,13.487162007633117
2020-10-22,Taiwan,357,9,94,2713,24000000,31.694955014259932,-120.01783396348982
2021-04-08,US,406,8,337,1044,331000000,54.59641948072334,146.72413684670238
2020-04-23,Brazil,263,3,169,2189,212000000,1.2919257014314454,-48.696091510226296
2022-01-12,US,595,4,238,4303,331000000,25.297079562272714,40.40354637968301
2021-03-26,India,469,6,272,1871,1380000000,55.89533349132256,73.06224847395904
2021-06-20,Italy,406,11,199,1134,60000000,45.040931323635945,86.01443240491855
2021-07-02,India,427,3,86,1533,1380000000,-13.756441088444767,-27.390656549358695
2021-06-16,India,452,8,238,2928,1380000000,19.873556445531584,8.004814504958347
2021-07-08,US,483,9,258,4295,331000000,-13.181230322950096,81.21639792760166
2021-02-05,Brazil,417,8,164,2840,212000000,40.1081340386566,130.32593033582174
2020-02-26,India,255,6,206,2616,1380000000,44.27611171661904,-127.30336003142287
2020-09-04,Spain,403,10,245,2374,47000000,-11.119288758996369,-54.04616911701703
2021-10-19,Spain,456,2,218,2893,47000000,11.70864615249856,-124.80154405371252
2021-12-19,Brazil,543,11,174,1691,212000000,29.479399322773332,53.29833461828642
2022-01-01,China,539,4,286,2016,1402000000,-17.44694910653971,85.67698983521944
2022-03-16,US,570,7,245,3006,331000000,33.39910539554657,101.76457415936898
2020-11-06,Italy,362,7,246,1309,60000000,16.365137090798044,22.210748075963977
2021-12-15,India,494,4,114,1720,1380000000,51.24468388275939,-31.830153054570644
2020-10-27,India,411,8,291,1431,1380000000,-23.8603747012878,-124.69172186735383
2021-06-23,Spain,434,10,386,1454,47000000,20.906095336789768,-113.4959858505434
2021-12-26,Taiwan,554,16,366,2076,24000000,-34.00611611438876,-39.355105714008886
2021-04-04,Spain,454,12,384,3227,47000000,21.41926286028567,87.41407236125553
2020-05-02,Italy,290,1,133,1681,60000000,-1.4620501260121799,144.93607512269125
2021-11-10,China,484,13,414,2538,1402000000,-4.098865575979232,87.66457028888556
2021-12-30,Italy,578,10,204,1951,60000000,-11.72381658660646,55.89471862882442
2020-11-17,India,398,6,83,1886,1380000000,-10.764265471855893,134.69243247004147
2022-02-26,US,621,3,542,4427,331000000,-20.644503075442863,-120.99230300245547
2020-02-10,US,255,3,190,1197,331000000,-39.694905123045665,-119.1132859349296
2021-02-02,US,457,12,262,1782,331000000,20.82296824977584,44.70423641495614
2021-03-26,India,505,9,126,2801,1380000000,11.819385330653454,51.859931000236685
2021-01-23,US,390,5,147,2343,331000000,-31.63493973155853,25.64902760896703
2020-02-16,Taiwan,265,1,227,1910,24000000,31.890005143235243,4.946550251478669
2020-09-11,China,311,1,66,2919,1402000000,-3.829000091995482,-79.24894707520187
2021-07-17,India,501,4,205,3796,1380000000,9.403809875846363,-117.48540621829831
2020-06-08,Taiwan,311,2,130,2614,24000000,-1.1378509335333433,57.78145229675434
2022-01-10,Italy,593,12,145,1935,60000000,30.621032398856926,120.98931381200458
2021-08-13,China,465,13,199,3886,1402000000,-33.17924390918475,-79.91348456989432
2020-04-22,Brazil,283,5,248,1918,212000000,14.128074534496854,62.585121698199885
2021-07-07,Italy,435,10,273,2499,60000000,50.45088551200705,136.10339756507972
2020-08-26,Brazil,332,7,260,2895,212000000,21.002779497896086,121.21747740055065
2021-03-09,Taiwan,431,7,251,953,24000000,-22.284960054765865,17.520030062597385
2021-10-15,India,490,13,357,3605,1380000000,-18.914448790377346,-62.61799036627487
2020-06-26,US,320,9,162,1255,331000000,11.591397676327574,28.98657960962987
2021-08-21,Brazil,461,5,316,2944,212000000,31.826182352051575,90.73587614008673
2021-12-24,Spain,532,15,308,4509,47000000,43.45029096043048,-44.778848646627125
2022-03-01,China,471,6,253,2839,1402000000,-9.203637080661341,20.210118683865346
2021-06-13,US,454,13,300,1699,331000000,-3.6765288956102964,50.52947716465917
2021-05-06,US,465,13,197,1860,331000000,-34.126420225623285,77.0035472077989
2021-12-08,China,536,3,272,3564,1402000000,45.13040331985651,142.54501994519796
2021-03-27,Brazil,371,2,109,1211,212000000,0.859218016630706,-55.31073315416367
2020-03-26,Brazil,289,5,199,1352,212000000,48.805515960221285,122.74487374537
2020-10-22,US,422,9,333,3088,331000000,26.7368928715849,139.59176373814375
2021-03-16,Spain,444,7,92,2669,47000000,8.23551565949763,-77.55476488073218
2021-08-29,Taiwan,470,5,195,1894,24000000,29.65198469459247,98.63643083850062
2022-02-27,US,474,10,336,1674,331000000,27.719247489409312,-106.38906602562481
2022-01-02,Italy,592,14,366,1913,60000000,-36.85239807577582,31.004206439209526
2022-01-31,Italy,568,13,259,4322,60000000,42.60182271375403,67.19610111042172
2022-02-22,India,530,11,185,3843,1380000000,-18.88544816631482,110.94898855577503
2022-01-03,Brazil,506,6,137,1732,212000000,25.54045597592318,81.2538034652371
2020-05-01,Spain,297,2,258,1497,47000000,-18.980686497953222,-35.617386770967144
2020-11-04,China,405,11,95,3150,1402000000,-30.291817907680837,24.33676966546767
2020-05-17,Taiwan,325,3,179,1287,24000000,-35.031433684353146,-59.990716777193796
2021-08-27,China,487,5,351,3312,1402000000,31.15074549193075,-0.841512053939141
2022-02-09,India,493,3,167,2758,1380000000,11.298935538434087,4.17317657351532
2022-02-17,India,544,12,329,3713,1380000000,12.734171737555023,-124.0165498911535
2020-01-22,China,222,6,115,1549,1402000000,-26.261317148618243,92.82695925897454
2021-04-19,China,425,12,180,2291,1402000000,57.34826454758462,53.80275442490711
2021-11-23,India,541,12,468,3014,1380000000,-39.13263827660679,94.84086008778172
2020-12-03,Spain,398,2,300,3159,47000000,13.81828952525428,-36.857336918671876
2020-08-02,US,337,4,162,1898,331000000,-17.11750498403378,85.25766484387015
2021-01-04,China,399,2,99,2559,1402000000,-4.378941319271746,137.2433406488243
2021-09-02,Spain,474,13,146,4149,47000000,31.224776677735107,13.80252593118206
2021-09-14,China,497,8,202,3603,1402000000,3.8601040215090734,138.51569616444965
2022-01-08,US,532,7,138,3772,331000000,-1.2822738171220323,-32.6119206162175
2021-08-06,China,510,15,371,1587,1402000000,23.814996340745914,139.63986659271296
2020-09-03,Brazil,352,6,241,1640,212000000,9.757332839910731,149.71918896470203
2020-08-22,China,316,3,77,2542,1402000000,25.873818976492373,-26.932390558003817
2022-03-05,Spain,613,4,229,1965,47000000,-37.20594236032962,-53.81370295498347
2020-05-05,US,310,2,217,1894,331000000,-25.882491315779816,-51.89449621201034
2021-03-22,Taiwan,389,2,268,3682,24000000,0.25531767164256536,-83.65799016221523
2021-12-29,India,553,15,418,4823,1380000000,5.029832049381412,-93.05934019999691
2020-12-17,Spain,426,9,322,2476,47000000,34.99923129900348,-32.56463001335926
2021-11-11,India,545,11,431,4243,1380000000,55.69594992682583,18.473876539711938
2020-09-10,Italy,358,3,175,1922,60000000,40.462515009579704,-106.62898786649501
2021-04-23,Spain,458,4,285,1555,47000000,57.897163883624245,-83.58578432402719
2021-04-21,Brazil,441,3,208,2713,212000000,-38.7568767453187,-78.45932095214646
2021-07-10,US,464,3,402,3182,331000000,-21.820301757429903,7.717745789453772
2021-12-05,Brazil,494,12,102,2070,212000000,17.56592344695627,79.75720357759309
2020-10-05,Brazil,351,6,84,722,212000000,-35.053696435339106,32.125305111896694
2022-03-25,US,497,6,221,1990,331000000,-24.250691989681957,-13.141470349547774
2021-05-15,India,456,3,386,2777,1380000000,29.645568983476494,68.49103964611368
2020-05-25,Brazil,313,5,78,1755,212000000,24.7253911833092,-78.96973809931524
2021-09-01,Taiwan,450,10,210,2911,24000000,-34.51141663547603,-113.3567903066419
2021-05-14,US,425,8,262,1575,331000000,-26.26185845075376,-38.22528016847964
2021-12-29,US,561,12,284,2510,331000000,-11.186002651878333,141.73452501138297
2021-10-05,US,494,4,128,2104,331000000,-14.135630979815105,104.98225569272856
2021-10-09,China,515,10,372,3204,1402000000,39.09677145406508,-114.5988614170512
2020-11-16,China,404,3,188,3104,1402000000,-11.530353076509336,85.87563809796913
2022-03-15,US,649,6,522,4443,331000000,-37.19560923016742,-129.95818867600772
2021-05-01,Spain,429,11,237,1732,47000000,24.413813937893224,60.17906725209241
2021-03-06,Brazil,417,9,346,960,212000000,6.580874037093423,56.83912890600254
2021-05-15,China,429,11,198,3440,1402000000,-31.849845297626686,71.18352086619154
2022-03-18,Brazil,549,13,213,2499,212000000,27.76752875093169,118.84703470381069
2021-04-23,China,493,12,130,1987,1402000000,-0.0018346606506867147,-94.01490373455283
2021-11-14,US,557,15,493,2929,331000000,22.583902874825995,55.332598051225546
2020-10-11,India,336,9,113,1678,1380000000,-21.277933140756687,119.55691512832212
2022-02-11,China,533,11,106,2349,1402000000,44.26898257330056,65.4853919267155
2021-11-24,Spain,525,14,137,3516,47000000,6.77086153686102,-81.76549612085807
2022-02-28,US,570,12,310,1645,331000000,5.4708402615455896,-127.55808455280267
2020-09-20,China,336,6,267,886,1402000000,29.70893024026296,95.71275123613975
2021-03-27,India,506,5,436,1372,1380000000,-28.85605608069278,-60.54273819905579
2021-07-09,China,477,7,385,3654,1402000000,16.520001391343136,50.32753927447919
2021-01-28,Taiwan,379,7,117,1320,24000000,-2.9602762350195064,-3.496612693955086
2020-07-27,China,335,8,97,2185,1402000000,-6.282618224378517,-71.91119316008275
2020-05-26,Italy,293,4,182,2256,60000000,35.33808699589083,140.14661327080375
2020-02-08,Italy,264,2,79,1929,60000000,-17.598164074276042,-43.99758885046555
2021-03-09,India,428,3,222,2986,1380000000,-26.293141469280975,-87.18009858710398
2020-04-30,US,288,5,240,981,331000000,36.65758307311614,-96.38512219360011
2020-06-09,US,301,4,229,2487,331000000,34.41273466326459,144.14255971510346
2020-06-19,US,317,2,87,2774,331000000,-33.0741126942486,48.79956726422819
2022-03-28,Spain,614,6,390,1482,47000000,-3.38285125554917,9.071874929773855
2020-03-21,China,293,3,157,898,1402000000,43.480292750673584,-68.27061095347278
2020-07-15,US,354,1,296,2765,331000000,56.624524404523044,95.89003885791806
2021-11-18,Taiwan,489,6,223,2065,24000000,-3.9238663767514126,-59.40827895059357
2020-11-29,US,359,7,224,3273,331000000,-1.0447379453383334,103.4946667113885
2020-02-04,Italy,247,3,60,1476,60000000,-25.649684275832136,-72.06210780397987
2021-06-16,US,447,4,281,3040,331000000,-2.6255247314847807,-112.4169147168309
2020-12-07,Taiwan,426,11,223,2812,24000000,42.53528477410701,-119.4801812751151
2022-01-01,Brazil,541,14,274,4667,212000000,0.926974604590562,-1.5875361120367302
2020-02-15,Italy,275,2,85,1322,60000000,56.107781823138225,64.51352323232834
2021-04-09,China,474,5,326,3718,1402000000,-32.011567181509236,-46.73204395761675
2021-04-25,US,478,9,245,2876,331000000,34.19934388502001,-110.66348975618267
2020-05-27,US,306,8,131,1645,331000000,-12.013132881448882,113.48657905787655
2021-08-30,Brazil,479,8,262,3231,212000000,-20.404637498626542,-29.544224668656653
2020-04-17,India,277,4,236,1464,1380000000,29.61056298261154,-106.34598689958833
2021-09-04,Spain,517,5,350,2063,47000000,-23.135594643374546,3.2250041639311746
2020-03-08,US,273,1,167,1542,331000000,50.55375239490033,-70.19702429420205
2021-02-28,US,407,5,229,3370,331000000,-37.35967773976125,109.56674074698248
2020-07-01,Taiwan,293,7,119,2433,24000000,-27.203172737744683,-21.399908859088484
2021-07-04,Italy,465,4,205,1903,60000000,54.86189759537011,-86.94016324812881
2021-11-07,Spain,525,11,142,3964,47000000,46.83143541559461,69.78179628834317
2021-07-29,Brazil,500,5,159,2151,212000000,31.504267520188662,101.48331899031368
2022-02-07,US,553,12,323,2985,331000000,-32.69629584962345,-121.47421869685661
2020-12-07,China,347,5,141,2412,1402000000,58.68615540746143,115.91163547331945
2021-01-21,China,434,10,276,2117,1402000000,52.140321885355576,-79.36551766036305
2022-03-16,Spain,576,8,439,2075,47000000,2.708453906514066,-17.499620097652254
2020-05-14,China,306,5,242,1016,1402000000,1.8875001889773415,108.01089064377399
2020-01-23,India,232,2,89,1065,1380000000,-15.452843477730248,-56.422544681076545
2021-05-05,Italy,465,8,173,1049,60000000,56.88322496252077,114.54394641117128
2022-02-15,US,545,12,335,2749,331000000,-22.97612764446971,-38.452897987293014
2021-12-28,Brazil,444,7,146,1194,212000000,43.82016802184283,-64.8049200007551
2022-02-17,Taiwan,512,11,269,4582,24000000,52.47105347577984,68.81977391416186
2021-11-21,Spain,555,8,145,3169,47000000,-30.491097429492527,23.352169424750315
2020-03-10,Spain,260,1,185,2256,47000000,-27.667193872923356,89.95566177617837
2021-09-21,China,503,7,142,2891,1402000000,42.838979115148135,-112.56964613180752
2020-04-14,China,295,8,178,1530,1402000000,52.830012370288486,-67.66088648585902
2022-01-18,US,529,14,462,2126,331000000,-19.979747667777644,147.25033623722817
2021-09-25,China,472,8,230,3721,1402000000,12.571687698621147,103.8410100237997
2020-02-18,China,283,3,136,1646,1402000000,25.30784597906802,13.065186102390527
2021-08-30,Taiwan,411,9,183,2058,24000000,-28.813661371017538,-36.53290455923718
2021-04-27,Taiwan,426,2,322,2924,24000000,10.031027688133058,104.042590313913
2020-09-16,India,343,2,255,1455,1380000000,31.837404035642734,-97.50459515378547
2021-07-06,Spain,498,10,102,3855,47000000,28.769968297004382,134.1278590255771
2022-02-12,US,569,5,124,4336,331000000,21.813280728634943,-29.372790697673494
2022-02-14,Italy,553,4,354,2204,60000000,16.388298173818875,-82.22638561950001
2021-07-24,US,408,10,256,1819,331000000,-25.62194994012402,-80.14753346849764
2021-02-11,India,367,5,278,2698,1380000000,-1.627214781363712,8.011749473898874
2021-01-06,Taiwan,435,11,280,3221,24000000,8.307294979480588,45.42053256861263
2021-08-26,US,516,6,256,3888,331000000,27.25600761092649,53.37140614234414
2020-10-09,Italy,363,4,174,2037,60000000,-19.722730623789406,28.78883021679485
2021-05-31,US,490,2,368,3482,331000000,-20.566499956291338,-125.7014793767674
2021-05-25,US,461,13,310,1750,331000000,-23.28967347173677,137.091852715374
2021-10-09,Taiwan,411,6,310,2896,24000000,-21.039616176437292,35.66790527366024
2022-01-27,Taiwan,570,13,220,2912,24000000,27.886252006600927,139.17161651033553
2022-03-02,US,463,10,150,1764,331000000,37.560109751207946,29.132665617661104
2022-01-27,Brazil,618,15,544,2635,212000000,-35.58637412561701,-47.580127268970955
2021-12-10,US,543,7,385,1735,331000000,-34.34413413988791,-53.379830316511345
2020-08-04,Spain,334,4,126,1977,47000000,-4.957144496693445,-45.4548925832554
2022-02-09,US,609,6,528,5245,331000000,17.851208623546846,136.23765126464997
2020-10-31,Italy,365,10,275,1121,60000000,5.017770529945665,73.9509558471689
2020-12-15,Brazil,373,8,266,3175,212000000,19.721232484961426,121.99207866315282
2022-02-12,Brazil,600,12,452,2716,212000000,-35.462298893746734,64.65815793965487
2021-09-18,US,482,3,400,3455,331000000,7.991395945403447,-58.74085917884214
2020-09-11,Taiwan,304,6,142,847,24000000,-7.360379713257068,37.56432754198994
2020-03-01,Spain,283,4,112,2307,47000000,23.6934838690023,85.14109209296342
2021-04-11,US,436,7,390,2321,331000000,-0.5010056237903626,-55.51765504274677
2022-03-09,China,534,5,147,4087,1402000000,-30.79012065363976,-9.530627493187211
2021-01-08,Taiwan,382,9,145,2338,24000000,19.15175846147148,35.614501315557675
2021-06-20,India,426,7,216,1763,1380000000,44.25356439134518,-127.38572021939734
2021-07-13,India,533,2,272,3970,1380000000,1.5975632754126607,-94.41618890568648
2020-06-03,Italy,300,5,197,1802,60000000,3.0524720580752174,125.24509294217415
2021-02-08,Spain,397,9,195,1979,47000000,-10.711859437919955,60.98170108854703
2021-04-15,China,420,2,343,3442,1402000000,-13.947075211925949,-91.33576881167585
2021-12-30,US,535,13,356,3623,331000000,-20.789793220278906,-99.79951694044162
2020-05-06,US,282,6,223,1579,331000000,-25.25524096892745,-42.869299914033874
2020-10-09,China,365,4,180,1431,1402000000,4.0745361062034675,-24.465040742565392
2022-02-09,China,577,12,131,1606,1402000000,6.356938105543456,5.866915998159442
2020-09-09,Italy,367,9,214,2551,60000000,-24.99563186105302,75.60886303512706
2020-12-04,Brazil,394,9,279,790,212000000,37.03916727166008,-1.3795729515764208
2022-01-26,Spain,523,13,174,2352,47000000,36.18845043901236,89.22291014750562
2021-11-19,US,560,12,339,2299,331000000,8.000273370132142,-52.30811856599783
2021-06-01,Italy,430,9,269,1922,60000000,39.05215374225662,-117.17290942884786
2020-12-09,Brazil,384,7,315,2800,212000000,-2.201398949112715,77.8687163198046
2021-08-13,US,491,12,260,3930,331000000,9.915842924456555,-59.318632259371284
2020-02-12,Brazil,267,4,143,1003,212000000,-32.19900271063432,-38.00840136281538
2020-10-11,China,338,2,84,1855,1402000000,-31.9873236527468,5.219900490328598
2022-03-28,Italy,578,13,485,1434,60000000,26.222139231181572,82.26872105056353
2022-02-13,India,578,6,479,1656,1380000000,53.833823910137355,93.61766687732953
2022-03-18,China,553,9,426,1984,1402000000,14.768132211726105,-80.26177748693287
2021-07-03,Brazil,436,12,341,2229,212000000,42.876725291250324,49.44707939479261
2020-10-08,US,327,6,127,2010,331000000,-17.95824368971511,113.70679409651564
2021-01-20,Spain,445,4,320,1475,47000000,-0.9444932098530785,147.0002458294391
2020-09-01,US,326,5,252,2033,331000000,49.73378831829767,-9.98677109594351
2021-12-20,India,573,7,245,2208,1380000000,41.51694240976127,36.9773736852612
2020-12-01,China,420,10,182,2415,1402000000,-21.990897316135403,82.20339863377211
2020-06-25,Brazil,276,7,164,1550,212000000,57.873846993256635,-67.22171138522478
2022-03-03,China,516,4,429,1196,1402000000,19.117216648891443,71.8615504621466
2021-03-25,India,408,8,270,2165,1380000000,-25.340755420184124,-39.2656600624924
2021-06-13,China,476,7,402,1777,1402000000,59.126205172486436,-72.80078082411595
2021-09-05,Taiwan,373,4,84,2687,24000000,9.462798450525867,12.421326613601252
2020-04-26,India,284,4,198,2688,1380000000,-36.671737886725154,32.9245173875392
2020-02-02,Taiwan,281,3,162,2498,24000000,-25.692108331028095,-87.56557535971459
2021-12-30,US,528,11,373,1912,331000000,-34.839815962954575,-101.90362496608398
2020-12-30,India,419,11,260,2840,1380000000,-14.282470488677276,29.776783195800874
2022-02-23,US,558,16,203,4534,331000000,-16.994978381692892,-15.853170553167615
2021-09-24,Italy,428,7,260,2684,60000000,47.22427470992305,92.93298318860496
2021-12-31,India,550,6,422,1882,1380000000,19.15227225719878,-56.80896048265349
2022-03-07,India,502,3,248,2776,1380000000,-16.973046559511506,-18.626261841466572
2021-01-10,India,410,4,133,2005,1380000000,-9.75135450871467,44.151096882144685
2020-09-09,China,323,4,165,2147,1402000000,45.76696598408891,73.2325213610361
2020-09-07,China,347,10,262,2507,1402000000,-34.479889831753226,37.42100611190193
2021-06-12,US,457,12,237,1688,331000000,34.478552249366444,-61.12397502919734
2021-11-19,China,510,12,213,1297,1402000000,-24.182930514090415,-58.724293941705355
2021-04-29,India,440,3,282,1173,1380000000,24.897875821407595,-37.73052873201728
2022-03-12,Brazil,525,6,447,2008,212000000,-39.51788803261038,70.19603345328633
2020-04-21,Taiwan,274,3,188,2723,24000000,0.8066982786489021,-39.09995324765228
2020-09-25,Spain,330,9,239,2110,47000000,17.79565938210105,117.89673354057638
2020-09-07,India,267,2,147,2324,1380000000,24.684463985874572,29.933602162145547
2021-01-21,US,423,9,239,1973,331000000,-19.359956920920226,-86.51779250091043
2021-10-30,India,523,5,406,4313,1380000000,-24.70777626086028,-26.923511982078182
2020-11-23,US,388,3,189,977,331000000,-37.763121743043676,16.224831994827355
2020-04-28,India,301,5,203,1102,1380000000,34.72678343918285,-72.43124938628702
2020-08-19,Taiwan,347,9,303,1070,24000000,23.633158795516252,93.55447489520884
2020-08-16,Spain,335,6,293,1557,47000000,28.563453236459566,-13.195536432422557
2021-12-03,Italy,564,8,145,2782,60000000,56.451913054531104,118.4589056647983
2021-06-29,India,447,9,201,3294,1380000000,-8.510413981195995,-95.42316734007291
2020-12-14,Taiwan,381,9,259,1980,24000000,5.588480073260726,82.12168457344077
2021-06-26,Brazil,478,8,368,2626,212000000,43.00159330575326,-76.81203014906129
2021-04-13,US,443,3,271,2641,331000000,-28.11848037981367,51.22358639920131
2020-10-21,India,391,8,180,2849,1380000000,48.963430729120134,-6.701945237278409
2020-08-09,US,388,6,233,2816,331000000,10.995269907216425,-53.26870793715406
2020-05-31,India,288,1,252,2273,1380000000,58.544123548357746,-127.63212290819753
2020-02-19,US,252,3,112,1976,331000000,-8.242545887925111,-76.10493222630642
2021-07-11,China,452,8,168,1359,1402000000,-25.71197095992452,-6.4479128280251246
2022-03-21,India,574,14,386,3226,1380000000,28.08909085460357,-104.0384966570127
2021-11-10,Italy,499,8,374,2502,60000000,-0.8630814415075747,-127.81109944651011
2021-10-28,Spain,537,15,449,3622,47000000,-34.909957477908534,21.43617455108125
2020-07-02,US,270,2,60,1894,331000000,-15.992603168779137,-104.99437088766078
2020-09-07,Taiwan,326,3,184,664,24000000,-38.56298706068232,-41.1044727598768
2020-12-10,Taiwan,380,7,193,3631,24000000,6.345673380533036,-125.17343247154756
2021-07-04,US,455,7,226,1030,331000000,59.34601061646896,88.01084302682628
2020-05-22,Italy,291,6,76,2907,60000000,-39.72565706106003,0.3994144313179504
2020-12-15,Spain,363,3,230,2148,47000000,26.362707611908263,8.778942630682138
2020-05-29,US,336,7,196,1685,331000000,-13.053374367436007,137.17633960713079
2020-09-08,China,332,4,159,1895,1402000000,43.16780568922918,113.43515401553162
2020-08-14,Spain,304,7,69,2552,47000000,-22.371882012564246,-111.44823345559755
2020-05-02,Spain,263,2,129,1497,47000000,24.078090797638396,-21.25211650281085
2020-07-04,US,334,5,296,1700,331000000,28.16235289730102,-30.39247642325212
2021-10-11,Spain,544,13,246,1926,47000000,-16.82877246377917,-110.60676279880762
2021-09-09,Spain,455,10,179,2818,47000000,-7.442470269198594,-54.46785140786365
2020-02-08,India,270,3,74,2260,1380000000,56.407616421179284,14.16271591972469
2020-03-12,US,250,3,101,1578,331000000,24.93177328217304,-24.849596739969215
2021-11-07,Spain,423,9,183,3466,47000000,-7.129396123527428,-51.79091722187911
2021-06-15,US,437,9,137,3447,331000000,50.995673861086516,44.57801544556574
2021-10-07,US,487,2,167,3661,331000000,-37.06913243716191,-38.847345442792644
2022-01-13,US,565,3,352,3002,331000000,-5.777313447008147,93.2159703300533
2021-06-13,Spain,468,13,256,1942,47000000,-7.954786878319652,57.977059319660896
2020-12-31,US,360,10,206,2354,331000000,14.10566145472636,135.0540863675336
2020-12-27,Brazil,365,10,143,1380,212000000,26.071638038016772,54.45251372953891
2020-09-19,China,349,9,77,2146,1402000000,4.014083795591638,90.6091450311985
2021-05-20,Taiwan,427,11,110,3318,24000000,5.7142831619883765,38.9593649678055
2022-01-01,China,604,6,316,3261,1402000000,25.933691364851185,69.26276216286232
2021-05-20,Spain,390,3,143,862,47000000,51.222162396405054,67.90090679106791
2021-04-17,Taiwan,416,12,136,1831,24000000,-6.348234626942215,66.36645772476538
2020-12-24,US,370,8,271,1370,331000000,-13.894967115457199,-40.186753320859665
2021-08-20,US,440,11,98,3124,331000000,-5.522681511182391,149.11919770295236
2021-07-19,China,467,4,371,3749,1402000000,18.684213593377166,-30.25081090378032
2020-12-13,US,364,8,180,1140,331000000,-18.118390345174216,-20.251042392886717
2021-09-06,India,497,8,115,2566,1380000000,1.5041934673762611,123.18986982453995
2021-08-28,Brazil,534,12,455,3395,212000000,-6.136670682621265,-1.584644803798966
2022-01-11,India,551,7,349,4262,1380000000,-23.898460881786885,-61.24789651819003
2021-11-17,Brazil,470,13,360,2295,212000000,-20.083339825180367,-28.805860961567987
2021-07-25,US,522,8,185,2673,331000000,34.4056932788759,46.689524768168724
2021-07-05,US,462,6,305,3701,331000000,-30.283193204734925,-76.89115238907408
2022-03-31,India,545,5,137,3426,1380000000,-33.14776496186498,105.49353221143963
2021-02-17,India,394,9,112,2784,1380000000,-21.483620878566086,106.613796146341
2022-03-01,US,616,15,445,1888,331000000,33.148854631814615,115.44659563779021
2020-05-13,China,295,6,122,1425,1402000000,50.68372552755545,-52.839442899950456
2021-07-03,US,479,3,106,2921,331000000,-29.296915434257517,-120.38573056598
2020-08-08,Spain,391,8,278,2650,47000000,12.084834007514011,148.47279633392463
2020-10-26,Spain,311,1,278,2132,47000000,-26.162221345941514,95.3379456576476
2021-06-12,China,509,14,201,1524,1402000000,27.716743302432633,47.6138297717053
2021-09-07,China,475,9,247,3700,1402000000,26.892804262292003,129.81725951570036
2021-06-02,Spain,410,11,85,3436,47000000,44.68754854661199,-36.79541851497909
2020-04-22,Italy,270,7,204,1758,60000000,25.073134974974778,9.256584597444174
2020-10-29,India,355,8,193,2522,1380000000,9.913755299264587,105.45244383251003
2020-08-31,Taiwan,313,4,187,1438,24000000,36.13962289534439,-71.68075247531581
2021-08-24,China,502,3,309,2001,1402000000,-20.96109321759908,-37.786504508049944
2022-02-07,US,617,17,473,2533,331000000,55.832661794028525,50.95090309658627
2021-01-09,Italy,380,2,256,1237,60000000,47.15791246589794,75.13801995003851
2021-02-01,Brazil,420,9,128,1564,212000000,-34.59292927763203,-78.94177643854272
2020-02-11,US,254,1,171,2227,331000000,36.116060830981326,-22.449239276814907
2020-11-30,Brazil,368,2,119,2619,212000000,-38.75261102444951,-39.27544019022045
2021-11-27,Taiwan,568,6,145,1376,24000000,-1.9098592898633129,107.16661679501001
2021-08-05,India,542,3,269,4018,1380000000,-35.0561082458146,130.6768559245171
2020-05-25,Italy,287,6,216,1220,60000000,44.02078381713311,-35.94946465086112
2020-02-20,Brazil,253,7,199,1578,212000000,-8.019803341385309,-128.77962888494505
2020-05-22,US,299,1,64,2137,331000000,-5.797839027059467,-70.60213060844129
2021-12-14,US,555,6,314,2237,331000000,0.5674345912389072,-115.95620721945888
2021-11-09,China,512,8,320,1523,1402000000,11.028055938584416,72.30426143270083
2022-03-05,Brazil,522,2,201,4003,212000000,-3.066993977159754,99.84219438703866
2020-08-31,China,301,5,207,2225,1402000000,10.240796574670867,-88.00845407149286
2021-05-31,US,416,11,84,2551,331000000,11.011004907386727,-22.45855416572067
2020-12-13,Italy,375,3,228,1181,60000000,59.19534456973061,-89.49477622741982
2021-02-27,India,380,4,277,2457,1380000000,54.61058301369998,83.22362984033109
2021-03-23,Brazil,438,9,386,3852,212000000,-21.807771802482343,11.758473243003067
2021-04-04,US,369,9,227,1162,331000000,-14.795218247842055,138.63695346190843
2020-10-17,Taiwan,361,3,84,1319,24000000,44.19658990187695,-108.5566854093299
2021-07-30,US,462,10,104,3008,331000000,-34.22176072070021,-43.144805279504055
2020-04-03,US,272,6,83,1772,331000000,-34.79595164661051,78.79357740332154
2020-07-22,Italy,307,3,235,802,60000000,-38.350519638121106,-0.6942848163840267
2021-04-14,India,412,3,345,1279,1380000000,56.90826238436421,84.54267870562379
2021-04-08,India,449,5,239,1944,1380000000,41.381130453477795,32.60372375749574
2021-06-18,China,475,5,164,1988,1402000000,25.304983980529087,122.15056746491703
2020-02-12,Spain,277,5,64,1867,47000000,-29.184673929219116,129.91387397863747
2021-07-03,US,444,9,197,3816,331000000,0.09551067388674994,44.46994450441525
2020-01-22,US,218,2,51,1106,331000000,-13.342367293117128,141.55389222648074
2021-12-05,US,546,10,197,3295,331000000,22.52496742502378,73.16375561776948
2022-01-31,India,539,7,352,3834,1380000000,-11.596932141976076,50.54357741246807
2021-02-15,Italy,428,4,259,1348,60000000,-32.67728623015863,-113.02990640073101
2021-05-08,Brazil,452,10,336,3139,212000000,46.23457944086927,77.49437082916606
2021-06-29,India,486,13,186,1662,1380000000,-13.717655826354711,-34.446230024970276
2020-05-18,US,269,5,70,1392,331000000,-12.632446840799826,136.06596581460707
2022-01-30,Brazil,519,9,374,3219,212000000,-22.935977639709936,-0.3348335899660526
